car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,11,75008,Dealer,Gas,Manual,18.9,998,67.1,5,240000
Ford Ecosport,Ford,Ecosport,3,29000,Dealer,Diesel ,Manual,23.0,1498,98.96,5,940000
Hyundai Verna,Hyunda,Verna,5,83000,Individual,Diesel Fuel,MANUAL,24.8,1396,88.7,5,775000
Toyota Innova,Toyot,Innova,6,114000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1275000
Hyundai i10,Hyundai,i10,8,42000,Car Dealer,Petrol,Automatic,16.95,1197,78.9,5,360000
Toyota Innova,Toyota,Innova,6,117000,Dealer,Diesel, Manual,12.99,2494,100.6,8,1155000
Skoda Superb,Skoda,Superb,12,61205,Dealer,Petrol,AUTOMATIC,13.7,1798,157.75,5,449000
Hyundai i20,HYUNDAI,i20,9,87000,DEALER,Diesel,Manual,23.0,1396,90.0,5,460000
Skoda Rapid,Skoda ,Rapid,5,49661,Dealer,Diesel,Automatic,21.66,1498,103.52,5,695000
Hyundai i10,Hyundai,i10,8,20000,Dealer,Gas,Automatic,16.95,1197,78.9,5,375000
Maruti Alto,Maruti,Alto,7,56332,Dealer,,Manual,23.95,998,67.05,5,285000
Tata Hexa,Tata,Hexa,3,46000,Individual,Diesel Fuel,M/T,17.6,2179,153.86,7,1225000
Maruti Swift,Marut,Swift,8,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,410000
Honda Jazz,Honda,Jazz,2,7000,Car Dealer,Petrol  ,AUTO,19.0,1199,88.7,5,821000
Hyundai Grand,Hyundai,Grand,5,40000,Dealer,Petrol,Manual  ,18.9,1197,82.0,5,510000
Ford Figo,Ford,Figo,10,570000,DEALER,Petrol,Manual,15.6,1196,70.0,5,200000
Mahindra Scorpio,Mahindra,Scorpio,4,61000,Car Dealer,Diesel,MAN,15.4,1997,120.0,7,1025000
Maruti Baleno,Marut,Baleno,5,95000,,Petrol,manual,21.4,1197,83.1,5,550000
Hyundai Elantra,Hyundai,Elantra,3,18000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1550000
Maruti Ciaz,Maruti  ,Ciaz,6,67181,Car Dealer,Diesel Fuel,Manual,26.21,1248,88.5,5,679000
Renault Duster,Renault,Duster,7,120000,Individual,PETROL,M/T,13.24,1598,102.57,5,545000
Honda City,Honda,City,11,84768,Car Dealer,Petrol,Manual ,17.0,1497,118.0,5,275000
Maruti Celerio,Marut,Celerio,6,36000,DEALER,CNG,Manual,31.79,998,58.2,5,422000
Mahindra Scorpio,Mahindra,Scorpio,5,49490,Dealer,Diesel,M/T,15.4,2179,120.0,7,975000
Maruti Ertiga,Maruti,Ertiga,4,33072,Dealer,Cng,M/T,26.08,1462,91.19,7,790000
Maruti Ertiga,Maruti,Ertiga,6,92457,Individual  ,Diesel,MAN,20.77,1248,88.8,7,699000
Mahindra XUV500,mahindra,XUV500,7,114000,Dealer,Diesel,Manual,15.1,2179,140.0,7,690000
Volkswagen Polo,Volkswag3n,Polo,6,56606,Dealer,Petrol,A/T,17.21,1197,103.6,5,662000
Hyundai Verna,Hyundai,Verna,8,57800,Dealer,Petrol,MAN,17.1,1591,121.3,5,485000
Honda City, Hond,City,7,70000,Individual,Diesel,MAN,26.0,1498,98.6,5,520000
Hyundai Grand,Hyundai,Grand,7,35000,Individual,Gasoline,Manual,18.9,1197,82.0,5,425000
Maruti Ciaz,Maruti,Ciaz,6,25000,Individual,Gasoline,Manual,20.73,1373,91.1,5,700000
Hyundai Elantra,Hyundai,elAntra,2,10000,Individual,Petrol,Automatic,14.62,1999,149.92,5,1890000
Maruti Baleno,Maruti,Baleno,3,16348,Dealer,Petrol,Manual,21.4,1197,83.1,5,700000
Maruti Wagon R,Maruti,Wagon R,8,55853,DEALEr,CNG,Manual,33.54,998,67.04,5,349000
Maruti Baleno, Marut,Baleno,4,21000,Car Dealer,Petrol,Automatic,21.4,1197,83.1,5,745000
Skoda Superb,Skoda,Sup3rb,10,44275,Car Dealer,,AUToMAtIc,13.7,1798,157.75,5,535000
Maruti Wagon R,Maruti,Wagon R,8,58288,Car Dealer,CNG,Manual,26.2,998,58.2,5,350000
Mahindra KUV100,MAHINDRA,kuv100,3,79814,Individual,Gasoline,Manual,18.15,1198,82.0,6,500000
BMW 5,BMW,5,5,27000,Car Dealer,  Diesel,Automatic,14.69,2993,258.0,5,3200000
Hyundai Elantra,Hyundai,Elantra,8,80000,individual,Gasoline,A/T,14.5,1797,147.5,5,750000
Hyundai Creta,Hyundai,Creta,2,38000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
BMW 3,BMW  ,3,7,25000,Dealer,Diesel,AUTO,18.88,1995,184.0,5,1699000
Maruti Swift,Maruti,Swift,7,67800,Dealer,Diesel,Manual,28.4,1248,74.0,5,495000
Maruti Wagon R,Maruti,Wagon,11,49000,Car Dealer,PeTrol,Manual,18.9,998,67.1,5,220000
Honda City,Honda,City,5,36070,Dealer,,Manual,16.8,1497,116.3,5,754000
Ford Figo,Ford,Figo,9,55500,Dealer,Petrol ,Manual,15.6,1196,70.0,5,249000
Skoda Rapid,Skod,Rapi,5,48000,Car Dealer,Diesel,Automatic,21.66,1498,103.52,5,675000
Hyundai i20,Hyundai,i20,5,35000,Car Dealer,Petrol,Manual,18.6,1197,81.83,5,578000
Maruti Ertiga,Maruti,Ertiga,4,12000,Dealer,CNG,Manual,17.5,1373,80.46,7,845000
Datsun RediGO, Datsun,RediGO,4,23000,Dealer,PETROL,MAN,22.7,799,53.64,5,310000
Hyundai Creta,Hyundai,Creta,4,49000,  Dealer,Petrol,AUTO,13.0,1591,121.3,5,1125000
Maruti Alto,Maruti,Alto,12,55274,,Gas,MAN,19.7,796,46.3,5,145000
Hyundai Santro,Hyunda,Santro,13,60000,Dealer,Petrol,Manual,17.8,1086,63.0,5,135000
Skoda Superb,Skoda,Superb,11,64400,Car Dealer,Petrol,AUTO,13.7,1798,157.75,5,399000
Maruti Baleno,Maruti,Baleno,5,100000,Individual,Diesel  ,Manual,27.39,1248,74.0,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,7,94000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000
Maruti Swift Dzire,Marut,Swift Dzire,9,80000,Owner,Petrol,Manual,19.1,1197,85.8,5,400000
Honda Amaze,Honda,AMAZE,6,59123,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
Volkswagen Vento,Volkswagen,Vento,9,62000,Dealer,  Petrol,M/T,16.09,1598,103.2,5,370000
Maruti Swift Dzire,Maruti ,Swift Dzire,8,56694,,petrol,Manual,19.1,1197,85.8,5,435000
Maruti Baleno,Maruti,Baleno,3,25000,Individual,,MAN,21.4,1197,83.1,5,575000
Hyundai Verna,Hyundai,Verna,9,78000,Dealer,Petrol,Manual,17.1,1591,121.3,5,500000
Honda City,Honda,City,5,13321,Dealer,Gas, Manual,17.8,1497,117.3,5,750000
Mercedes-Benz C-Class,Mercedes-Benz,C-Clas,8,77000,Car Dealer,,AUTO,19.27,2143,167.62,5,1050000
Land Rover Rover,Land Rover,Rover,11,120000,DeALEr,Diesel,Automatic,12.35,2179,187.74,5,2150000
Hyundai i20,Hyundai  ,i20,8,70000,Owner,Diesel Fuel,Manual,21.9,1396,88.76,5,425000
Maruti Baleno,Maruti  ,Baleno,6,59769,DEALER, Petrol,AUTO,19.56,1197,81.8,5,575000
Mahindra Bolero,Mahindr,Bolero,2,23000,Dealer,Diesel,MAN,15.96,2523,62.1,7,800000
Hyundai i20,Hyundai,i20,3,48000,Dealer,Diesel,Manual,22.54,1396,88.73,5,775000
Maruti Alto,Maruti,Alto,8,70000,Owner,Gas,M/T,20.2,998,67.1,5,230000
Ford Figo,fORd,Figo,9,41650,,Diesel Fuel,Manual,20.0,1399,68.0,5,295000
Maruti Alto,Maruti,Alto,4,10617,Car Dealer,Petrol,Manual,24.7,796,47.3,5,314000
Honda Amaze,Honda,Amaz3,7,56000,Individual,Diesel Fuel,Manual,25.8,1498,98.6,5,399000
Maruti Alto,marUtI,Alto,4,9122,Dealer,Petrol,Manual,24.7,796,47.3,5,323000
Maruti Swift,Maruti,Swift,7,100000,Dealer,Diesel,Manual,22.9,1248,74.0,5,485000
Hyundai i20,Hyundai,i20,5,54000,Car Dealer,DIESEL,  Manual,23.0,1396,90.0,5,650000
Maruti Vitara,Maruti,Vitara,4,85000,Dealer,Diesel Fuel,Manual,24.3,1248,88.5,5,735000
Renault KWID,Renault,KWID,5,51000,Dealer,Petrol,M/T,21.74,999,67.0,5,315000
Mahindra XUV500,Mahindra,XUV500,7,103000,Dealer,Diesel,Manual,15.1,2179,140.0,7,785000
Maruti Baleno,Maruti,Baleno,4,40174,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000
Honda City,Honda  ,City,4,70000,INdIVIDuaL,Petrol,Automatic,18.0,1497,117.6,5,870000
Maruti Celerio,Marut,Celerio,5,70000,Individual,Gas,Manual,23.1,998,67.04,5,375000
MG Hector,MG,Hector,2,6231,Car Dealer,Petrol,Automatic,13.96,1451,141.0,5,1630000
Hyundai i20,Hyundai,i20,4,56244,Dealer,diesel,Manual,22.54,1396,88.73,5,795000
Maruti Vitara,Maruti,Vitara,3,35000,Individual,Diesel,Automatic,24.3,1248,88.5,5,1100000
Hyundai Creta,Hyundai,Creta,4,68000,Dealer,Diesel,AUTO,17.6,1582,126.2,5,1340000
Toyota Innova,Toyota,Innov,5,40000,Individual,  Diesel,Manual,13.68,2393,147.8,7,1500000
Skoda Superb,Skoda,SUPERB,11,82000,Car Dealer,Petrol,Automatic,13.7,1798,157.75,5,375000
Volkswagen Polo,Volkswagen,Polo,8,110000,Individual,Diesel Fuel,Manual,22.07,1199,73.9,5,375000
Maruti Celerio,Maruti,Celerio,3,9522,Trustmark Dealer,petrol,AUTOMATIC,21.63,998,67.05,5,550000
Skoda Rapid,skoda,raPID,8,70000,Individual,Diesel,Manual,20.5,1598,103.5,5,410000
Maruti Celerio,Marut,Celerio,3,22000,Dealer,Petrol,Manual,21.63,998,67.05,5,455000
Volkswagen Vento,Volkswagen,Vento,10,69000,Car Dealer,Petrol,Manual,16.09,1598,103.2,5,325000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,35000,Dealer,Petrol,Automatic,12.0,1991,181.03,5,3945000
Hyundai Elantra,Hyundai,Elantr,8,112087,Dealer,Diesel,Automatic,19.5,1582,126.24,5,651000
Hyundai Grand,Hyundai ,Gran,6,38000,dealer,Gas,Manual,18.9,1197,82.0,5,485000
Honda Amaze,Honda,Amaze,8,54000,  Dealer,Diesel Fuel,M/T,25.8,1498,98.6,5,380000
Volkswagen Vento,Volkswagen,Vento,3,30000,Car Dealer,Diesel,A/T,22.15,1498,108.6,5,951000
Skoda Rapid,  Skoda,Rapid,5,72000,Car Dealer,,Automatic,21.66,1498,103.52,5,580000
Maruti Ertiga,Maruti,Ertig,4,35000,Dealer  ,Diesel,Manual,24.52,1248,88.5,7,875000
Maruti Ertiga,marut,Ertiga,3,49000,Dealer,CNG,Manual ,17.5,1373,80.46,7,819000
Maruti Alto,Maruti,Alto,3,17000,Car Dealer,Gasoline,MAN,24.7,796,47.3,5,345000
Maruti Vitara,Maruti,Vitara,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,845000
Honda Amaze,Honda,Amaze,6,43251,Dealer,Diesel Fuel,Manual,25.8,1498,98.6,5,515000
Maruti Swift Dzire,Maruti,SWIFT DZIRE,6,45000,  Dealer,Diesel,Manual,19.3,1248,73.9,5,615000
Hyundai i20,Hyundai,i20,6,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,571000
Hyundai Verna,Hyundai,Verna,9,115721,Dealer,Diesel,Manual,22.32,1582,126.32,5,495000
Honda City,Honda,CItY,8,64800,Dealer,Petrol,Manual,16.8,1497,116.4,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,200000
Maruti Wagon R,Maruti,Wagon R,5,50000,Individual,Petrol,Automatic,20.51,998,67.0,5,425000
Hyundai i20,Hyundai,i20,8,20000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
Volkswagen Polo,volkswagen,Polo,6,52000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,699000
Maruti Ertiga,Maruti,Ertiga,8,76000,Dealer,petrol,Manual,16.02,1373,93.7,7,590000
Mahindra Scorpio,Mahindr,Scorpio,11,91000,Dealer,Diesel,Manual,13.5,2179,115.0,5,365000
Maruti Swift Dzire,Maruti,Swift Dzire,5,150000,Dealer,Diesel,MAN,23.4,1248,74.0,5,330000
Toyota Innova,Toyota,Innova,6,106000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1175000
Maruti Baleno,Maruti,Baleno,3,40000,Individual,  Diesel,M/T,27.39,1248,74.0,5,700000
Hyundai i10,Hyundai  ,i10,8,42020,Trustmark Dealer,Gasoline,M/T,20.36,1197,78.9,5,365000
Honda Amaze, Honda,Amaze,6,72000,Dealer,Diesel,MAN,25.8,1498,98.6,5,590000
Maruti Ertiga,Maruti  ,Ertiga,3,37000,Car Dealer,Gasoline,Manual,19.34,1462,103.0,7,825000
Toyota Innova,Toyota,Innova,8,135000,Car Dealer, Diesel,  Manual,12.8,2494,102.0,7,1021000
Volkswagen Vento,VOLKSWAGEN,Vento,4,41000,Car Dealer,Petrol,Automatic,18.19,1197,103.5,5,750000
Hyundai Grand,Hyundai,Grand,6,85000,,Diesel,MANUAL,24.0,1120,70.0,5,385000
Ford Ecosport,Ford,Ecosport,6,60000,Individual,Diesel Fuel,Manual,22.77,1498,98.59,5,650000
Honda Amaze,Hond,AMAZE,6,98500,Car Dealer,Diesel Fuel,Manual,25.8,1498,98.6,5,500000
Audi A6,Audi,A6,8,56000,Dealer,,Automatic,17.68,1968,174.33,5,1700000
Tata Tiago,Tata,Tiago,3,10000,Owner,Diesel Fuel,  Manual,27.28,1047,69.0,5,500000
Maruti Wagon R,Maruti,Wagon,3,23000,Dealer,Petrol,Automatic,20.51,998,67.0,5,465000
Honda Jazz,Honda,Jazz,12,50000,Car Dealer,Petrol,Manual,16.0,1198,90.0,5,299000
Ford Ecosport,Ford,Ecosport,7,38000,Car Dealer,Diesel,Manual,22.7,1498,89.84,5,650000
Skoda Superb,skod,Sup3rb,10,62500,DeAlER,Petrol,A/T,13.7,1798,157.75,5,499000
Hyundai i20,,i20,4,27000,Dealer,Gasoline,Manual,17.19,1197,81.86,5,595000
Hyundai i10,Hyundai,i10,11,77000,Car Dealer,Gas,M/T,20.36,1197,78.9,5,255000
Ford Ecosport,Ford,Ecosport,7,52034,Dealer,Gas,Manual,15.8,1499,110.0,5,575000
Renault KWID,Renault,KWID,5,25600,Individual,Petrol,M/T,25.17,799,53.3,5,280000
Volkswagen Vento,Volkswagen,Vento,10,76000,Car Dealer,Diesel Fuel,MaNual,20.54,1598,103.6,5,310000
Mahindra XUV500,Mahindra,XUV500,5,92000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1235000
Volkswagen Vento,Volkswagen,Vento,10,78265,Dealer,Diesel,Manual,20.54,1598,103.6,5,375000
Hyundai Santro,Hyundai,Santro,2,31000,Dealer,CNG  ,Manual,30.48,1086,58.0,5,540000
Maruti Swift,,Swift,10,80500,Dealer,Diesel Fuel,MAN,22.9,1248,74.0,5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,5,45000,Dealer,Diesel,Automatic,26.59,1248,74.0,5,695000
Maruti Swift,MarUTI,Swift,13,100000,Owner,Diesel,M/T,17.8,1248,75.0,5,265000
Maruti Swift,,Swift,6,34000,Car Dealer,,Manual,16.1,1197,85.0,5,450000
Maruti Swift,Maruti,Swift,9,70000,Individual  ,Diesel,Manual,22.9,1248,74.0,5,499000
Jaguar XF,Jaguar,XF,8,44000,Dealer,Diesel,Automatic,19.33,1999,177.0,5,1675000
Maruti Alto,Maruti ,ALTO,12,67833,Car Dealer,Petrol,  Manual,19.7,796,46.3,5,175000
Honda WR-V,Honda,WR-V,4,60000,Owner,dIesEL,Manual,25.5,1498,98.6,5,775000
Ford Ecosport,Ford,Ecosport,6,90000,,Petrol,Automatic,15.63,1499,110.4,5,530000
Maruti Ertiga,Maruti,Ertig,5,72000,Dealer,Diesel,Manual,24.52,1248,88.5,7,840000
Honda City,Honda,City,7,66475,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
Maruti Swift Dzire,Maruti,Swift Dzire,9,82000,Dealer,Diesel Fuel,MAN,26.59,1248,74.0,5,481000
Volkswagen Vento,Volkswagen,Vento,5,50000,Owner,Diesel,A/T,22.15,1498,108.6,5,725000
Hyundai Verna,Hyundai,V3rna,2,14000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1125000
Maruti Eeco,Maruti,E3co,7,63000,Dealer,Petrol,MAN,15.37,1196,72.42,7,295000
Maruti Baleno,Maruti,Bal3no,4,30726,Dealer,Gas,MAN,21.1,998,100.0,5,659000
Maruti Swift Dzire,Maruti,Swift Dzire,6,180000,Individual,Diesel,Manual,26.59,1248,74.0,5,560000
Skoda Superb,Skod,Superb,11,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,549000
Volkswagen Vento,Volkswagen,Vento,7,70462,,Diesel,Automatic,21.21,1498,103.2,5,540000
Renault KWID,Renault,KWID,3,10000,Owner,Petrol,Manual,23.01,999,67.0,5,375000
Hyundai Grand,,Grand,5,48303,Car Dealer,  Petrol,MAN,18.9,1197,82.0,5,455000
BMW 3,BMW,3,5,46000,Car Dealer,Diesel,Automatic,21.76,1995,188.0,5,2650000
Maruti Ciaz,maruti,Ciaz,6,41000,Car Dealer, Petrol,manual,20.73,1373,91.1,5,600000
Volkswagen Vento,,V3nto,8,90000,Individual,Diesel,  Manual,20.54,1598,103.6,5,520000
Maruti Swift Dzire,Maruti,Swift Dzire,9,34000,Individual,Petrol,,19.1,1197,85.8,5,455000
Maruti Swift Dzire,Maruti,SwIfT DzIre,3,17000,Dealer,Petrol,Manual,21.21,1197,81.8,5,705000
Maruti Alto,Maruti,Alto,7,40000,Individual,Gasoline,M/T,22.74,796,47.3,5,230000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,32000,Car Dealer,Diesel,AUTO,13.0,2143,204.0,5,2350000
Hyundai i20,Hyundai,i20,4,51962,Dealer,Petrol,,18.6,1197,81.83,5,575000
Maruti Celerio,Marut,Celerio,4,18400,Dealer,,Automatic,21.63,998,67.04,5,485000
Maruti Wagon R,Maruti,Wagon R,8,77000,Dealer,CNG,Manual,26.6,998,58.16,5,335000
Mahindra Scorpio,Mahindra,Scorpio,6,95006,Dealer,Diesel,Manual  ,15.4,2523,75.0,9,850000
Toyota Innova, Toyota,Innova,2,12500,Car Dealer,Diesel,Manual,13.68,2393,147.8,7,1750000
Ford Figo,Ford,Figo,9,43500,Dealer,Diesel,Manual,20.0,1399,68.0,5,310000
Ford Ecosport,Ford,Ecosport,3,28015,Individual,  Petrol,Manual,17.0,1497,121.31,5,850000
Toyota Innova,TOYOTA,Innova,12,125000,DEALER,  Diesel,Manual,12.8,2494,102.0,8,650000
Maruti Ignis,Marut,Ignis,4,34000,Individual,Petrol,MAN,20.89,1197,81.8,5,449000
Honda City,Honda,City,10,78000,Dealer,PETROL,Manual,17.0,1497,118.0,5,265000
Volkswagen Polo,,Polo,9,45710,Dealer,PETROL,M/T,16.47,1198,73.9,5,354000
Maruti Swift,Maruti,swift,3,50000,Individual, Diesel,M/T,28.4,1248,74.0,5,685000
Mahindra Scorpio,Mahindra,Scorpio,1,15000,Individual,Diesel Fuel,Manual,15.4,2523,75.0,7,675000
Maruti Vitara,Maruti,Vitara,5,55275,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Toyota Innova,Toyota  ,Innova,7,77000,individual,Diesel,Manual  ,12.99,2494,100.57,7,1075000
Mahindra Bolero,Mahindra,Bolero,1,40000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000
Hyundai Grand,,Gran,4,67000,Car Dealer,Petrol,Manual,18.9,1197,82.0,5,519000
Hyundai i10,Hyundai,i10,10,63000,Dealer,Gasoline,manuaL,20.36,1197,78.9,5,230000
Ford Figo,Ford ,Figo,9,69000,Dealer,Diesel,Manual,20.0,1399,68.0,5,235000
Maruti Swift,Maruti,Swift,3,23000,Owner,Gas,,22.0,1197,81.8,5,750000
Maruti Ignis,maruti,Ignis,4,44827,Dealer,Petrol,Manual,20.89,1197,81.8,5,495000
Maruti Wagon R,Maruti,Wagon R,15,64659,Dealer,Petrol,Manual,17.3,1061,64.0,5,110000
Maruti Alto,,Alto,11,29000,Car Dealer,Petrol,Manual,19.7,796,46.3,5,175000
Maruti Alto,Maruti,Alto,5,49000,,Petrol  ,MAN,22.74,796,47.3,5,300000
Renault KWID,Renault,KWID,4,35500,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
BMW 3, BMW,3,6,74898,Car Dealer,Diesel,Automatic,18.88,1995,184.0,5,1600000
Renault KWID,Renault,KWID,5,35000,Individual,Gas,Manual,25.17,799,53.3,5,250000
Maruti Swift Dzire,Maruti,Swift Dzire,8,37000,Dealer,Petrol,Manual,19.1,1197,85.8,5,445000
Audi A4,Audi,A4,4,36000,Dealer,Diesel,AUTO,17.11,1968,174.33,5,2090000
Hyundai Grand,Hyundai,Grand,6,40103,,Gasoline,Manual ,18.9,1197,82.0,5,440000
Volkswagen Vento,Volkswagen,V3nto,4,25000,Individual,Gas,automatic,18.19,1197,103.5,5,850000
Toyota Innova,Toyota,Innov,7,175645,Dealer,Diesel,Manual,12.8,2494,102.0,8,1050000
Mahindra Scorpio,Mahindra ,Scorpi,5,56000,Individual,Diesel Fuel,Manual,15.4,2523,75.0,9,875000
Toyota Innova,  Toyota,Innova,10,113200,Dealer,Diesel Fuel,Manual,12.99,2494,100.6,7,675000
Hyundai i20, Hyundai,I20,7,31847,Dealer  ,Gasoline,Manual,18.5,1197,80.0,5,485000
Maruti Ciaz,,Ciaz,3,31000,Dealer,Gas,MAN,20.65,1462,103.25,5,799000
Maruti Swift,Maruti,Swift,9,66539,Car Dealer,Petrol,MAN,18.6,1197,85.8,5,250000
Volkswagen Polo,Volkswagen  ,Polo,5,49000,Dealer,Petrol ,Automatic,17.21,1197,103.5,5,650000
Mahindra KUV,Mahindra,KUV,4,19838,Dealer,Petrol,MAN,18.15,1198,82.0,6,475000
Hyundai Grand,Hyunda,Grand,1,5000,Dealer,Gasoline,Manual,20.7,1197,81.86,5,725000
Honda Amaze,Honda,Amaze,8,119462,,Diesel,Manual,24.7,1498,98.63,5,425000
Maruti Wagon R,maruti,Wagon R,3,32000,Dealer,CNG,mANUAl,33.54,998,67.04,5,485000
Ford Ecosport,Ford,Ecospor,6,78000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
Maruti Wagon R,Maruti,Wagon R,5,70000,Individual  ,Petrol,Automatic,20.51,998,67.0,5,420000
Ford Figo,Ford,Figo,5,80000,,Diesel,Manual,25.83,1498,99.0,5,400000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,14,50000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,800000
Honda City,Honda,ciTY,2,20000,Car Dealer,,AUTO,18.0,1497,117.6,5,1125000
Maruti Ciaz,Maruti,CIAZ,4,100000,Owner,Diesel,Manual,28.09,1248,88.5,5,625000
Hyundai Verna,,Verna,2,30000,Individual ,Diesel,,24.0,1396,88.76,5,995000
Maruti Alto,Maruti,Alto,5,25603, Dealer,Gas,Manual,22.74,796,47.3,5,291000
Skoda Superb,Skod,Superb,5,56000,Dealer,Diesel,A/T,18.19,1968,174.5,5,1875000
Hyundai i20,Hyundai,I20,8,52891,Dealer,Petrol,MAN,18.6,1197,81.83,5,450000
Hyundai i10,Hyundai,i10,7,59586,DEALER,Petrol,Manual,19.81,1086,68.05,5,300000
Mercedes-Benz C-Class,MERCEDeS-BEnZ,C-Class,10,59000,Dealer,,A/T,14.94,2143,204.0,5,925000
Toyota Innova,TOYOTA,Innova,8,135000,Dealer,Diesel,Manual,12.99,2494,100.6,8,825000
Hyundai Creta,Hyundai,Creta,4,61462,Dealer,diESEL,Manual,21.38,1396,88.7,5,970000
Maruti Swift Dzire,Maruti,Swift Dzire,8,52000,Dealer,Diesel ,Manual,28.4,1248,74.02,5,395000
Skoda Rapid,Skoda,Rapid,5,50000,Dealer, Petrol,MAN,15.0,1598,103.52,5,570000
Honda Jazz,Honda,Jazz,10,66000,DeALEr,Petrol,Manual,16.0,1198,90.0,5,325000
Hyundai i20,  Hyundai,I20,11,90000,Owner,Diesel Fuel,Manual,23.0,1396,90.0,5,310000
Maruti Eeco,Maruti,Eeco,6,59000,Dealer,Petrol ,Manual,15.1,1196,73.0,7,365000
Hyundai i10,Hyundai,I10,9,40000,Car Dealer,Gas,AUTO,16.95,1197,78.9,5,335000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,40000,Individual,Diesel Fuel,AUTO,13.0,2143,204.0,5,2070000
Mahindra XUV500,Mahindra ,xuv500,5,95000,Owner,Diesel Fuel,  Automatic,16.0,2179,140.0,7,875000
Toyota Innova,Toyota,Innova,13,85216,Dealer,Diesel, Manual,12.8,2494,102.0,7,465000
Tata Safari,Tata,Safari,9,100000,Individual,,Manual,11.57,2179,138.1,7,280000
Hyundai Verna,Hyundai,Verna,5,100000,Individual,,Manual,23.9,1582,126.2,5,700000
Mahindra Scorpio,Mahindra,Scorpio,11,97000,Dealer,Diesel,MAN,10.5,2179,120.0,7,475000
Hyundai i20,Hyundai,i20,5,90000,Owner,Diesel Fuel,Manual,22.54,1396,88.73,5,540000
Hyundai Grand,Hyundai,Grand,4,7000,Individual,Petrol,Manual,18.9,1197,82.0,5,490000
Maruti Vitara,Maruti  ,Vitara,4,80000,individual,Diesel,Manual,24.3,1248,88.5,5,830000
Maruti Swift,Maruti,Swift,6,56562,DEaLEr,Diesel ,Manual,25.2,1248,74.0,5,540000
Maruti Swift,Maruti,Swif,3,25000,Owner,Petrol,,22.0,1197,81.8,5,550000
Volkswagen Polo, Volkswagen,Polo,6,46000,Car Dealer,Petrol,M/T,16.47,1198,74.0,5,491000
Maruti Ciaz,Maruti,Ciaz,6,36681,Car Dealer, Petrol,Manual,20.73,1373,91.1,5,611000
Hyundai Creta,Hyundai,Creta,5,80000,Dealer,Petrol,MAN,13.0,1591,121.3,5,925000
Mahindra Bolero,  Mahindra,Bolero,12,100000,,Diesel,Manual,13.6,2523,63.0,7,260000
Toyota Innova,Toyota,Innova,6,199253,Car Dealer,Diesel,Manual,12.99,2494,100.6,8,1151000
Land Rover Rover,Land Rover,Rover,5,27690,Dealer,Diesel Fuel,AUTO,12.81,1999,148.31,7,3200000
Tata Safari,Tata,Safar,8,120000,Individual,Diesel Fuel,Manual,14.0,2179,138.1,7,425000
Maruti Wagon R,Maruti,Wagon R,5,22756,Dealer,Gas,Manual,21.79,998,67.05,5,421000
Tata Safari,Tata,Safari,8,63000,Dealer,Diesel,M/T,13.93,2179,138.03,7,450000
Maruti Alto,  Maruti,Alto,15,80000,Individual,Petrol,Manual ,19.7,796,46.3,5,60000
Mahindra Bolero,Mahindra,Bolero,7,86000,Individual,Diesel Fuel,M/T,15.96,2523,62.1,7,460000
Skoda Rapid,Skod,Rapi,6,27000,Dealer,Petrol,Manual,15.0,1598,103.6,5,525000
Hyundai i20,Hyundai,i20,3,55373,DeAlEr,Diesel Fuel,Manual,22.54,1396,88.73,5,750000
Hyundai Creta,Hyundai,Cr3ta,3,22000,,Diesel Fuel,Manual,22.1,1396,88.7,5,1015000
Maruti Ertiga,Maruti,Ertiga,8,80000,Dealer,Diesel,,20.77,1248,88.8,7,711000
