car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
Ford Ecosport,Ford,Ecosport,6.0,75911,Manual,22.7,1498.0,89.84,5,690000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,70000,Manual,19.3,1248.0,73.9,5,570000,1,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,8.0,38100,Manual,20.36,1197.0,78.9,5,340000,1,1,0,0,0,0,1
Hyundai i20,Hyunda,I20,8.0,35000,Manual,18.6,1197.0,81.83,5,418000,1,1,0,0,0,0,1
Honda WR-V,Honda,Wr-V,3.0,30892,Manual,25.5,1498.0,98.6,5,975000,1,1,0,0,1,0,0
Maruti Baleno,Maruti,Baleno,3.0,80000,Manual,27.39,1248.0,100.59431352459016,5,700000,1,1,0,0,1,0,0
Tata Tigor,Tata,Tigor,3.0,26000,Manual,24.7,1047.0,69.0,5,680000,1,0,1,0,1,0,0
Maruti Alto,Maruti,Alto,5.0,47233,Automatic,23.95,998.0,67.1,5,300000,0,1,0,1,0,0,0
Maruti Alto,Maruti,Alto,14.0,58000,Manual,19.7,1197.0,46.3,5,111000,1,1,0,0,0,0,1
Jeep Compass,Jeep,Compass,1.0,6000,Automatic,17.1,1956.0,173.0,5,2750000,0,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,9.0,70000,Manual,22.07,1199.0,73.9,5,385000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,32000,Manual,20.85,1197.0,83.14,5,590000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzir3,13.0,78000,Manual,17.5,1298.0,85.8,5,250000,1,1,0,0,0,0,1
Maruti Eeco,Marut,Eeco,6.0,8403,Manual,15.37,1196.0,73.0,5,345000,1,1,0,0,0,0,1
Honda City,Hond,City,6.0,95000,Manual,25.1,1498.0,98.6,5,600000,1,0,1,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,4.0,73338,Manual,17.5,1373.0,80.46,7,800000,1,1,0,1,0,0,0
Honda City,Honda,City,2.0,11000,Manual,17.0,1497.0,118.0,5,755000,1,1,0,0,0,0,1
Renault KWID,Renault,Kwid,5.0,19000,Manual,22.3,799.0,53.26,5,324000,1,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,2.0,12705,Manual,21.01,1197.0,81.8,5,775000,1,1,0,1,0,0,0
Toyota Innova,Toyota,Innov,9.0,112000,Manual,12.99,2159.5,100.0,8,710000,1,1,0,0,1,0,0
Hyundai i20,Maruti,I20,9.0,32000,Manual,18.5,1197.0,80.0,5,350000,1,1,0,0,0,0,1
Hyundai i10,Hyundai,I10,10.0,58000,Manual,20.36,1197.0,78.9,5,270000,1,1,0,0,0,0,1
Renault Duster,Renault,Duster,3.0,18500,Manual,14.19,1498.0,104.5,5,730000,1,0,1,0,0,0,1
Tata Hexa,Tata,Hexa,4.0,53000,Automatic,17.6,2159.5,153.86,7,1050000,0,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,6.0,70000,Manual,19.692493169398904,1997.0,120.0,7,1250000,1,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,7.0,42000,Manual,18.6,1197.0,81.83,5,485000,1,1,0,1,0,0,0
Ford Figo,Ford,Figo,11.0,76400,Manual,20.0,1399.0,68.0,5,221000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,7.0,48148,Manual,20.77,1248.0,100.59431352459016,7,750000,1,1,0,0,1,0,0
Skoda Superb,Skoda,Superb,5.0,66000,Automatic,14.67,1798.0,174.52500000000003,5,1490000,0,1,0,0,0,0,1
Volkswagen Polo,Maruti,Polo,7.0,62051,Manual,20.14,1498.0,88.8,5,435000,1,1,0,0,1,0,0
Maruti Eeco,Maruti,E3Co,11.0,35000,Manual,16.11,1196.0,72.42,5,250000,1,1,0,0,0,0,1
Toyota Innova,Toyot,Innov,8.0,130000,Manual,12.99,2159.5,100.0,8,950000,1,0,1,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,7.0,68000,Manual,15.11,1598.0,103.6,5,485000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,10000,Manual,19.1,1197.0,85.8,5,475000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,6.0,20000,Manual,20.73,1373.0,91.1,5,700000,1,0,1,0,0,0,1
Ford Figo,Ford,Figo,5.0,14000,Manual,18.16,1197.0,86.8,5,540000,1,1,0,0,0,0,1
Honda Amaze,Honda,Amaze,7.0,90000,Manual,25.8,1498.0,98.6,5,375000,1,0,1,0,1,0,0
Honda City,Honda,City,14.0,77034,Manual,16.9,1497.0,100.59431352459016,5,230000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,5.0,56000,Manual,13.68,2159.5,147.8,8,1526000,1,1,0,0,1,0,0
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8.0,32000,Automatic,10.0,2143.0,170.0,5,2100000,0,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,3.0,60000,Manual,16.0,2159.5,138.0,7,1500000,1,0,1,0,1,0,0
Ford Endeavour,Ford,Endeavour,5.0,89000,Automatic,10.91,2159.5,174.52500000000003,7,2395000,0,1,0,0,1,0,0
Renault KWID,Renault,Kwid,5.0,21200,Manual,22.3,799.0,53.26,5,345000,1,1,0,1,0,0,0
Maruti Wagon R,Maruti,Wagon R,3.0,50000,Manual,26.6,998.0,58.16,5,434000,1,1,0,1,0,0,0
Hyundai i20,Hyundai,I20,11.0,36704,Manual,18.6,1197.0,100.59431352459016,5,280000,1,1,0,1,0,0,0
Land Rover Rover,Land Rov3R,Rover,10.0,78000,Automatic,14.7,2159.5,174.52500000000003,6,2650000,0,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,35092,Manual,21.01,1197.0,81.8,5,545000,1,1,0,0,0,0,1
Renault KWID,Renault,Kwid,4.0,15000,Manual,25.17,799.0,53.3,5,350000,1,0,1,1,0,0,0
Hyundai Verna,Hyundai,Verna,7.0,41000,Manual,17.01,1591.0,100.59431352459016,5,559000,1,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,6.0,100000,Manual,15.1,2159.5,140.0,7,655000,1,0,1,0,1,0,0
Jeep Compass,Jeep,Compass,4.0,29000,Manual,17.1,1956.0,170.0,5,1550000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,4.0,45000,Manual,17.5,1373.0,91.1,7,760000,1,1,0,0,0,0,1
Honda Amaze,Honda,Amaze,2.0,2277,Automatic,15.5,1198.0,86.7,5,800000,0,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,10.0,40000,Manual,22.9,1248.0,74.0,5,300000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,5.0,8000,Manual,22.0,1197.0,81.8,5,475000,1,1,0,0,0,0,1
Skoda Octavia,Skoda,Octavia,6.0,35000,Automatic,19.3,1968.0,141.0,5,1425000,0,0,1,0,1,0,0
Honda WR-V,Honda,Wr-V,4.0,40011,Manual,25.5,1498.0,98.6,5,799000,1,1,0,0,1,0,0
Jaguar F-PACE,Jaguar,F-Pace,5.0,22000,Automatic,16.38,1999.0,174.52500000000003,5,4300000,0,1,0,0,1,0,0
Volkswagen Vento,Volkswagen,Vento,5.0,110000,Automatic,22.15,1498.0,108.6,5,650000,0,0,1,0,1,0,0
Mercedes-Benz C-Class,M3Rcedes-Benz,C-Class,10.0,110500,Automatic,11.74,1796.0,174.52500000000003,5,900000,0,1,0,0,0,0,1
Volkswagen Vento,Volkswag3N,V3Nto,6.0,37782,Automatic,16.93,1197.0,103.2,5,555000,0,1,0,0,0,0,1
Land Rover Rover,Land Rover,Rov3R,9.0,87500,Automatic,12.7,2159.5,174.52500000000003,5,2550000,0,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,10.0,68000,Manual,23.0,1396.0,90.0,5,325000,1,1,0,0,1,0,0
Ford Figo,Ford,Figo,5.0,41001,Manual,18.16,1196.0,86.8,5,450000,1,1,0,0,0,0,1
Ford Figo,Ford,Figo,10.0,66000,Manual,20.0,1399.0,68.05,5,255000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,67000,Manual,20.85,1197.0,83.14,5,575000,1,1,0,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,4.0,84900,Manual,17.5,1373.0,91.1,7,800000,1,1,0,0,0,0,1
Skoda Rapid,Skoda,Rapi,7.0,59000,Manual,20.5,1598.0,103.5,5,475000,1,1,0,0,1,0,0
Toyota Camry,Toyota,Camr,6.0,73000,Automatic,12.98,1197.0,174.52500000000003,5,1550000,0,1,0,0,0,0,1
BMW 5,Bmw,5,4.0,51000,Automatic,18.12,1995.0,174.52500000000003,5,3300000,0,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,5.0,23000,Automatic,20.52,1197.0,100.59431352459016,5,430000,0,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,6.0,23000,Manual,18.9,1197.0,82.0,5,525000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,9.0,17000,Manual,20.92,998.0,67.1,5,180000,1,0,1,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,26000,Automatic,21.4,1197.0,83.1,5,850000,0,0,1,0,0,0,1
Volkswagen Vento,Volkswagen,Vento,6.0,80900,Automatic,22.15,1498.0,108.6,5,710000,0,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,10.0,70250,Manual,22.07,1199.0,73.9,5,299000,1,1,0,0,1,0,0
Hyundai Verna,Hyundai,Verna,4.0,49000,Manual,23.9,1582.0,126.2,5,949000,1,1,0,0,1,0,0
BMW 5,Bmw,5,5.0,51000,Automatic,18.12,1995.0,174.52500000000003,5,2975000,0,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,10.0,130000,Manual,12.8,2159.5,100.59431352459016,8,620000,1,0,1,0,1,0,0
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9.0,76500,Automatic,14.84,2143.0,100.59431352459016,5,1490000,0,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,11.0,28000,Manual,14.0,1061.0,64.0,5,250000,1,1,0,1,0,0,0
Tata Nexon,Tata,Nexon,3.0,27000,Manual,21.5,1497.0,108.5,5,751000,1,1,0,0,1,0,0
Toyota Fortuner,Toyota,Fortuner,11.0,130000,Manual,11.5,2159.5,100.59431352459016,7,1050000,1,1,0,0,1,0,0
Honda City,Honda,City,11.0,77250,Automatic,16.8,1497.0,118.0,5,349000,0,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,6.0,48000,Manual,30.834999999999994,998.0,58.33,5,365000,1,1,0,1,0,0,0
Maruti Eeco,Maruti,Eeco,7.0,39000,Manual,21.94,1196.0,61.7,5,365000,1,1,0,1,0,0,0
Volkswagen Polo,Volkswagen,Polo,5.0,60000,Automatic,17.21,1197.0,103.5,5,690000,0,1,0,0,0,0,1
Ford Ecosport,Ford,Ecosport,5.0,40003,Automatic,14.7,1197.0,120.69,5,670000,0,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,3.0,40737,Manual,22.74,796.0,47.3,5,325000,1,1,0,0,0,0,1
Hyundai Elantra,Hyundai,Elantra,7.0,120000,Automatic,19.692493169398904,1582.0,126.24,5,900000,0,0,1,0,1,0,0
Honda City,Honda,City,5.0,50000,Manual,26.0,1498.0,98.6,5,850000,1,0,1,0,1,0,0
Hyundai Grand,Hyundai,Grand,5.0,70000,Manual,24.0,1120.0,70.0,5,450000,1,0,1,0,1,0,0
Maruti Ciaz,Marut,Ciaz,3.0,17000,Manual,28.09,1248.0,88.5,5,900000,1,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,5.0,59000,Manual,18.6,1197.0,81.83,5,650000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,4.0,43000,Manual,28.09,1248.0,88.5,5,850000,1,1,0,0,1,0,0
Ford Ecosport,Maruti,Ecosport,7.0,50250,Automatic,16.5,1499.0,110.0,5,621000,0,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,3.0,23150,Manual,20.73,1373.0,91.1,5,775000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,6.0,19000,Manual,18.6,1197.0,85.8,5,511000,1,1,0,0,0,0,1
Mahindra Bolero,Mahindra,Bolero,7.0,45000,Manual,16.5,1493.0,70.0,7,635000,1,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitara,2.0,37095,Manual,24.3,1248.0,88.5,5,895000,1,1,0,0,1,0,0
Hyundai i20,Hyunda,I20,6.0,45235,Manual,18.6,1197.0,100.59431352459016,5,630000,1,1,0,0,0,0,1
Volkswagen Vento,Volkswagen,Vento,4.0,31700,Automatic,22.15,1498.0,108.6,5,900000,0,1,0,0,1,0,0
Maruti Ertiga,Marut,Ertiga,3.0,24812,Manual,25.47,1248.0,88.5,7,950000,1,1,0,0,1,0,0
Jaguar XF,Jaguar,Xf,7.0,67000,Automatic,16.36,2159.5,174.52500000000003,5,1900000,0,0,1,0,1,0,0
Maruti Eeco,Maruti,E3Co,6.0,62000,Manual,15.1,1196.0,73.0,5,295000,1,1,0,1,0,0,0
Hyundai Verna,Hyundai,Verna,5.0,75000,Automatic,19.08,1582.0,126.2,5,650000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,2.0,10000,Manual,21.21,1197.0,81.8,5,600000,1,0,1,0,0,0,1
Toyota Innova,Toyota,Innova,9.0,85000,Manual,12.8,2159.5,102.0,8,750000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,12.0,22000,Manual,19.7,796.0,46.3,5,140000,1,1,0,0,0,0,1
Honda City,Honda,City,6.0,78000,Manual,26.0,1498.0,98.6,5,651000,1,1,0,0,1,0,0
Hyundai Verna,Hyundai,Verna,8.0,14000,Manual,17.01,1591.0,121.4,5,575000,1,1,0,0,0,0,1
Honda City,Honda,City,4.0,32302,Automatic,18.0,1497.0,117.3,5,875000,0,1,0,1,0,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,46023,Manual,26.59,1248.0,74.0,5,575000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,4.0,28596,Manual,17.5,1373.0,91.1,7,775000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,10.0,54688,Manual,16.1,1197.0,85.0,5,300000,1,1,0,1,0,0,0
Maruti Ciaz,Maruti,Ciaz,6.0,64000,Manual,28.09,1248.0,88.5,5,695000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzir3,3.0,46000,Manual,28.4,1248.0,74.02,5,750000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,14.0,82000,Manual,16.1,1298.0,88.2,5,205000,1,1,0,0,0,0,1
Honda City,Honda,City,5.0,21715,Manual,17.8,1497.0,117.3,5,760000,1,1,0,0,0,0,1
Toyota Yaris,Toyot,Yaris,3.0,12617,Manual,17.1,1496.0,100.59431352459016,5,900000,1,1,0,0,0,0,1
BMW 5,Bmw,5,6.0,68000,Automatic,18.12,1995.0,174.52500000000003,5,2550000,0,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,9.0,68000,Manual,12.05,2159.5,120.0,8,450000,1,1,0,0,1,0,0
Mahindra Scorpio,Mahindr,Scorpio,13.0,97000,Manual,12.05,2159.5,120.0,8,355000,1,1,0,0,1,0,0
Hyundai i10,Maruti,I10,11.0,35000,Manual,20.36,1197.0,78.9,5,235000,1,1,0,0,0,0,1
Honda Civic,Honda,Civic,14.0,71000,Automatic,12.9,1197.0,130.0,5,225000,0,1,0,0,0,0,1
Honda City,Honda,City,4.0,24000,Automatic,18.0,1497.0,100.59431352459016,5,875000,0,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,8.0,39000,Manual,17.0,1197.0,80.0,5,395000,1,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,9.0,48000,Manual,15.1,2159.5,140.0,7,695000,1,1,0,0,1,0,0
Honda City,Honda,City,6.0,53000,Manual,17.4,1497.0,117.3,5,610000,1,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitar,2.0,21000,Automatic,24.3,1248.0,88.5,5,1111000,0,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,11.0,11000,Manual,26.83,796.0,38.4,5,185000,1,1,0,1,0,0,0
BMW 7,Bmw,7,5.0,22000,Automatic,16.77,2159.5,174.52500000000003,5,6100000,0,1,0,0,1,0,0
Maruti Celerio,Maruti,Celerio,7.0,76000,Manual,23.1,998.0,67.04,5,325000,1,0,1,0,0,0,1
Hyundai Verna,Hyundai,Verna,4.0,45000,Manual,22.0,1582.0,126.2,5,1050000,1,0,1,0,1,0,0
Hyundai Grand,Hyundai,Grand,2.0,16000,Automatic,18.9,1197.0,81.86,5,575000,0,0,1,0,0,0,1
Audi A4,Audi,A4,9.0,75000,Automatic,14.94,2159.5,100.59431352459016,5,1250000,0,1,0,0,1,0,0
Skoda Superb,Skod,Sup3Rb,6.0,34000,Automatic,13.7,1798.0,157.75,5,1160000,0,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,10.0,88000,Manual,19.3,1248.0,73.9,5,365000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,3.0,27000,Manual,18.6,1197.0,81.83,5,625000,1,1,0,0,0,0,1
Volkswagen Polo,Volkswagen,Polo,9.0,96000,Manual,22.07,1199.0,73.9,5,300000,1,0,1,0,0,0,1
Hyundai i20,Hyunda,I20,5.0,65000,Manual,22.54,1396.0,88.73,5,675000,1,1,0,0,1,0,0
Honda City,Honda,City,10.0,45000,Manual,17.0,1497.0,118.0,5,365000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon,8.0,50000,Manual,20.51,998.0,67.04,5,292000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,6.0,20000,Manual,23.95,998.0,67.05,5,300000,1,1,0,0,0,0,1
Mahindra KUV,Mahindra,Kuv,5.0,30000,Manual,25.32,1198.0,77.0,6,450000,1,0,1,0,1,0,0
Honda City,Honda,City,13.0,40000,Automatic,16.8,1497.0,116.4,5,375000,0,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,8.0,27000,Manual,18.5,1197.0,82.85,5,425000,1,1,0,0,0,0,1
Tata Nexon,Tata,N3Xon,3.0,16000,Manual,19.692493169398904,1497.0,108.5,5,835000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,8.0,40000,Manual,17.0,1197.0,80.0,5,395000,1,1,0,0,0,0,1
Renault KWID,Renault,Kwid,1.0,5000,Automatic,24.04,999.0,67.0,5,400000,0,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,5.0,29000,Manual,22.74,796.0,47.3,5,285000,1,1,0,0,0,0,1
Skoda Superb,Skoda,Superb,6.0,35000,Automatic,13.7,1798.0,157.75,5,1150000,0,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,4.0,30000,Manual,22.0,1197.0,81.8,5,520000,1,0,1,0,0,0,1
Hyundai Verna,Hyundai,Verna,10.0,130000,Manual,16.8,1493.0,110.0,5,450000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,79000,Manual,23.4,1248.0,74.0,5,486000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,13.0,40578,Manual,19.3,1248.0,73.9,5,280000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swif,9.0,60000,Manual,22.9,1248.0,74.0,5,475000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,6.0,60000,Automatic,16.0,2159.5,140.0,7,1400000,0,0,1,0,1,0,0
Volkswagen Polo,Maruti,Polo,5.0,110000,Manual,20.14,1498.0,100.59431352459016,5,550000,1,0,1,0,1,0,0
Hyundai Verna,Hyundai,Verna,9.0,66657,Manual,22.32,1582.0,126.32,5,549000,1,1,0,0,1,0,0
Tata Safari,Tata,Safari,9.0,100000,Manual,11.57,1197.0,138.1,7,260000,1,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,10.0,35000,Manual,17.0,1197.0,80.0,5,375000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swif,2.0,5000,Manual,21.21,1197.0,81.8,5,610000,1,0,1,0,0,0,1
Honda City,Hond,City,6.0,70000,Manual,26.0,1498.0,98.6,5,650000,1,0,1,0,1,0,0
Honda Jazz,Honda,Jazz,6.0,19570,Manual,18.7,1199.0,88.7,5,560000,1,1,0,0,0,0,1
Renault Duster,Renault,Duster,6.0,37639,Manual,19.87,1461.0,83.8,5,625000,1,1,0,0,1,0,0
BMW 3,Bmw,3,10.0,63000,Automatic,13.2,1995.0,170.0,5,995000,0,1,0,0,1,0,0
Honda City,Honda,City,7.0,74000,Manual,26.0,1498.0,98.6,5,590000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,7.0,40000,Manual,17.5,1373.0,80.46,7,600000,1,1,0,1,0,0,0
Hyundai i10,Maruti,I10,12.0,73000,Manual,20.36,1197.0,78.9,5,190000,1,1,0,1,0,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,26750,Manual,28.4,1248.0,74.02,5,911000,1,1,0,0,1,0,0
Hyundai Santro,Hyundai,Santro,13.0,66403,Manual,17.92,1086.0,62.1,5,185000,1,1,0,0,0,0,1
Honda WR-V,Honda,Wr-V,3.0,33000,Manual,25.5,1498.0,98.6,5,890000,1,1,0,0,1,0,0
Volkswagen Vento,Volkswagen,Vento,5.0,73172,Automatic,22.15,1498.0,108.6,5,725000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,5.0,50000,Manual,17.5,1373.0,80.46,7,700000,1,0,1,0,0,0,1
Maruti Ertiga,Marut,Ertiga,5.0,57246,Manual,25.47,1248.0,88.5,7,850000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swif,4.0,10000,Manual,21.21,1197.0,81.8,5,550000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon,5.0,64224,Manual,30.834999999999994,998.0,67.04,5,375000,1,1,0,1,0,0,0
Hyundai i20,Hyundai,I20,11.0,81000,Manual,18.5,1197.0,80.0,5,260000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,3.0,62000,Manual,22.1,1396.0,88.7,5,925000,1,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,14.0,68128,Manual,17.3,1061.0,57.5,5,148000,1,1,0,1,0,0,0
Toyota Innova,Toyota,Innova,4.0,45000,Manual,13.68,2159.5,100.59431352459016,7,1575000,1,1,0,0,1,0,0
Honda Jazz,Hond,Jazz,5.0,71400,Manual,27.3,1498.0,98.6,5,630000,1,1,0,0,1,0,0
Maruti Eeco,Maruti,Eeco,7.0,63000,Manual,19.692493169398904,1196.0,73.0,5,315000,1,1,0,0,0,0,1
Maruti Ertiga,Maruti,Ertig,9.0,120000,Manual,20.77,1248.0,88.76,7,450000,1,0,1,0,1,0,0
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10.0,74024,Automatic,12.3,1796.0,174.52500000000003,5,1095000,0,1,0,0,0,0,1
Mercedes-Benz C-Class,Maruti,C-Class,10.0,75000,Automatic,14.84,2143.0,170.0,5,675000,0,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitara,1.0,12000,Automatic,18.76,1462.0,103.26,5,1225000,0,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,4.0,25000,Manual,21.19,1396.0,88.73,5,771000,1,1,0,0,1,0,0
Ford Figo,Ford,Figo,11.0,60000,Manual,20.0,1399.0,68.0,5,250000,1,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,3.0,35000,Automatic,11.36,2159.5,171.5,7,1800000,0,0,1,0,1,0,0
Hyundai Verna,Hyundai,Verna,7.0,77000,Manual,22.32,1582.0,126.3,5,485000,1,1,0,0,1,0,0
Maruti Ciaz,Maruti,Ciaz,5.0,22000,Manual,20.73,1373.0,91.1,5,715000,1,0,1,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,9.0,65000,Manual,18.9,998.0,67.1,5,265000,1,1,0,0,0,0,1
Skoda Rapid,Skoda,Rapid,9.0,74000,Manual,20.5,1598.0,103.5,5,385000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,79159,Manual,26.59,1197.0,74.0,5,675000,1,1,0,0,1,0,0
Toyota Fortuner,Toyota,Fortuner,4.0,10725,Manual,19.692493169398904,2159.5,168.5,7,2895000,1,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,4.0,84000,Manual,18.9,998.0,67.1,5,215000,1,0,1,0,0,0,1
Hyundai i20,Hyunda,I20,5.0,70000,Manual,18.6,1197.0,81.83,5,510000,1,0,1,1,0,0,0
Maruti Celerio,Maruti,Celerio,2.0,20000,Automatic,23.1,998.0,100.59431352459016,5,520000,0,0,1,0,0,0,1
Volkswagen Polo,Volkswagen,Polo,4.0,18171,Manual,16.2,1199.0,74.0,5,598000,1,1,0,0,0,0,1
BMW X5,Maruti,X5,13.0,61000,Automatic,11.0,2159.5,174.52500000000003,5,1975000,0,1,0,0,1,0,0
Toyota Innova,Toyota,Innov,7.0,77349,Manual,12.99,2159.5,100.6,7,975000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,22000,Manual,21.21,1197.0,100.59431352459016,5,795000,1,1,0,0,0,0,1
Hyundai Santro,Maruti,Santr,11.0,40000,Manual,17.92,1086.0,62.1,5,210000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,11.0,40000,Manual,20.92,998.0,67.1,5,250000,1,0,1,0,0,0,1
Hyundai i20,Hyundai,I20,9.0,79330,Manual,17.0,1197.0,80.0,5,375000,1,1,0,0,0,0,1
Volkswagen Vento,Maruti,V3Nto,9.0,77000,Manual,20.54,1598.0,103.6,5,425000,1,1,0,0,1,0,0
Mahindra Bolero,Mahindra,Bolero,1.0,12000,Manual,21.0,1498.0,74.96,7,800000,1,0,1,0,0,0,1
Hyundai i10,Hyundai,I10,9.0,24750,Manual,20.36,1197.0,78.9,5,300000,1,0,1,0,0,0,1
Hyundai i20,Hyundai,I20,6.0,35000,Manual,18.6,1197.0,81.83,5,550000,1,0,1,1,0,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,80000,Manual,28.4,1248.0,74.02,5,750000,1,0,1,0,1,0,0
Audi A4,Audi,A4,6.0,55200,Automatic,17.11,1968.0,174.33,5,1725000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertig,3.0,24000,Manual,19.34,1462.0,103.0,7,875000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,12.0,104000,Manual,12.8,2159.5,102.0,8,525000,1,0,1,0,1,0,0
Volkswagen Vento,Volkswagen,Vento,8.0,120000,Manual,15.04,1598.0,103.6,5,400000,1,0,1,0,0,0,1
Honda City,Honda,City,13.0,90046,Manual,17.7,1497.0,100.59431352459016,5,185000,1,1,0,1,0,0,0
Ford Figo,Ford,Figo,10.0,49000,Manual,15.6,1196.0,70.0,5,215000,1,1,0,0,0,0,1
Honda Amaze,Honda,Amaze,3.0,12000,Manual,17.8,1198.0,86.7,5,645000,1,1,0,1,0,0,0
Renault Duster,Renault,Duster,7.0,75000,Manual,19.87,1461.0,83.8,5,585000,1,1,0,0,1,0,0
Mahindra Bolero,Mahindra,Bol3Ro,4.0,100000,Manual,15.96,2159.5,100.59431352459016,7,400000,1,0,1,0,1,0,0
